	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22
0	0.00028020370518788695	0.47426655888557434	0.00028020370518788695	0.00028020370518788695	0.027006637305021286	0.00028020370518788695	0.21764665842056274	0.07894248515367508	0.00028020370518788695	0.00028020370518788695	0.07106035202741623	0.00028020370518788695	0.00028020370518788695	0.00028020370518788695	0.00028020370518788695	0.00028020370518788695	0.00028020370518788695	0.00028020370518788695	0.06106702983379364	0.06608746200799942	0.00028020370518788695	meicogsci_2014_626.txt	Mu rhythm modulation as a result of hand-movement observation 
1	0.00038732713437639177	0.00038732713437639177	0.00038732713437639177	0.00038732713437639177	0.00038732713437639177	0.6338813304901123	0.10653886198997498	0.00038732713437639177	0.08785009384155273	0.00038732713437639177	0.00038732713437639177	0.00038732713437639177	0.00038732713437639177	0.01194087229669094	0.00038732713437639177	0.1535915583372116	0.00038732713437639177	0.00038732713437639177	0.00038732713437639177	0.00038732713437639177	0.00038732713437639177	meicogsci_2013_422.txt	How Cues of Being Watched Affect Moral Judgements 
2	0.00034042817424051464	0.05044830963015556	0.00034042817424051464	0.00034042817424051464	0.00034042817424051464	0.04692956060171127	0.00034042817424051464	0.00034042817424051464	0.00034042817424051464	0.00034042817424051464	0.00034042817424051464	0.00034042817424051464	0.00034042817424051464	0.7641185522079468	0.00034042817424051464	0.00034042817424051464	0.07786048948764801	0.038317032158374786	0.00034042817424051464	0.017219629138708115	0.00034042817424051464	meicogsci_2015_769.txt	Problem of categorization on Obživa.sk 
3	0.0002561214496381581	0.0002561214496381581	0.0002561214496381581	0.07299969345331192	0.168640598654747	0.07759173959493637	0.04334932193160057	0.0002561214496381581	0.0002561214496381581	0.04388431832194328	0.0002561214496381581	0.1499897688627243	0.0002561214496381581	0.0002561214496381581	0.0002561214496381581	0.0002561214496381581	0.0002561214496381581	0.21761928498744965	0.2225957065820694	0.0002561214496381581	0.0002561214496381581	meicogsci_2016_897.txt	Serious games as self-help therapeutic tool for treatment of depression 
4	0.00029969558818265796	0.00029969558818265796	0.00029969558818265796	0.04236511141061783	0.00029969558818265796	0.7210045456886292	0.00029969558818265796	0.00029969558818265796	0.00029969558818265796	0.00029969558818265796	0.00029969558818265796	0.09005127847194672	0.00029969558818265796	0.00029969558818265796	0.00029969558818265796	0.00029969558818265796	0.00029969558818265796	0.027529556304216385	0.105153389275074	0.00029969558818265796	0.009400667622685432	meicogsci_2016_872.txt	Moral Enhancement - What is Moral, How Can Morality be Enhanced, and What are the Bioethical Issues Involved? 
5	0.0002027539594564587	0.03523748368024826	0.8941290974617004	0.0002027539594564587	0.0002027539594564587	0.0002027539594564587	0.0002027539594564587	0.0002027539594564587	0.014925345778465271	0.0002027539594564587	0.0002027539594564587	0.016185583546757698	0.0002027539594564587	0.03627840802073479	0.0002027539594564587	0.0002027539594564587	0.0002027539594564587	0.0002027539594564587	0.0002027539594564587	0.0002027539594564587	0.0002027539594564587	meicogsci_2011_225.txt	Role of language in relational category discrimination 
6	0.026790298521518707	0.0003264089464209974	0.0003264089464209974	0.0003264089464209974	0.37110066413879395	0.1281583160161972	0.051950059831142426	0.0003264089464209974	0.2256944328546524	0.0003264089464209974	0.016610242426395416	0.07303989678621292	0.0003264089464209974	0.0003264089464209974	0.10241281986236572	0.0003264089464209974	0.0003264089464209974	0.0003264089464209974	0.0003264089464209974	0.0003264089464209974	0.0003264089464209974	meicogsci_2018_1103.txt	Enaction of Meaning in an Intersubjective Context – from Cognitive Science to Psychotherapy 
7	0.00023240006703417748	0.01942373253405094	0.10611389577388763	0.00023240006703417748	0.1570834219455719	0.2912054657936096	0.18076467514038086	0.00023240006703417748	0.06156639754772186	0.00023240006703417748	0.00023240006703417748	0.00023240006703417748	0.00023240006703417748	0.00023240006703417748	0.13856013119220734	0.00023240006703417748	0.00023240006703417748	0.02937532216310501	0.00023240006703417748	0.01311818789690733	0.00023240006703417748	meicogsci_2015_684.txt	How to try on Virtual Clothes? A Mental Imagery Perspective 
8	0.00029403026564978063	0.00029403026564978063	0.00029403026564978063	0.00029403026564978063	0.20858603715896606	0.10714554041624069	0.00029403026564978063	0.00029403026564978063	0.6478345394134521	0.00029403026564978063	0.00029403026564978063	0.00029403026564978063	0.00029403026564978063	0.00029403026564978063	0.00029403026564978063	0.00029403026564978063	0.00029403026564978063	0.03143535554409027	0.00029403026564978063	0.00029403026564978063	0.00029403026564978063	meicogsci_2013_401.txt	Approaching User Experience: Moving between Modelling and In-Depth 
9	0.00013308932830113918	0.019330566748976707	0.00013308932830113918	0.00013308932830113918	0.025252122431993484	0.7138230800628662	0.00013308932830113918	0.030627882108092308	0.0436757430434227	0.00013308932830113918	0.0327199324965477	0.04391064494848251	0.00013308932830113918	0.00013308932830113918	0.00013308932830113918	0.024461722001433372	0.00013308932830113918	0.03728501871228218	0.027449345216155052	0.00013308932830113918	0.00013308932830113918	meicogsci_2011_247.txt	To kill or not to kill: the role of empathy and personal distress in moral decision making 
